prov,edad,periodo,nac,prov_cod
Araba/Álava,36,2015,288,01
Araba/Álava,36,2016,252,01
Araba/Álava,36,2017,239,01
Araba/Álava,36,2018,219,01
Araba/Álava,36,2019,214,01
Araba/Álava,36,2020,199,01
Araba/Álava,36,2021,196,01
Araba/Álava,36,2022,178,01
Araba/Álava,36,2023,165,01
Araba/Álava,36,2024,186,01
Araba/Álava,37,1996,69,01
Araba/Álava,37,1997,104,01
Araba/Álava,37,1998,92,01
Araba/Álava,37,1999,114,01
Araba/Álava,37,2000,109,01
Araba/Álava,37,2001,124,01
Araba/Álava,37,2002,145,01
Araba/Álava,37,2003,151,01
Araba/Álava,37,2004,175,01
Araba/Álava,37,2005,141,01
Araba/Álava,37,2006,182,01
Araba/Álava,37,2007,166,01
Araba/Álava,37,2008,200,01
Araba/Álava,37,2009,193,01
Araba/Álava,37,2010,231,01
Araba/Álava,37,2011,221,01
Araba/Álava,37,2012,243,01
Araba/Álava,37,2013,228,01
Araba/Álava,37,2014,245,01
Araba/Álava,37,2015,243,01
Araba/Álava,37,2016,251,01
Araba/Álava,37,2017,213,01
Araba/Álava,37,2018,206,01
Araba/Álava,37,2019,192,01
Araba/Álava,37,2020,184,01
Araba/Álava,37,2021,195,01
Araba/Álava,37,2022,173,01
Araba/Álava,37,2023,181,01
Araba/Álava,37,2024,161,01
Araba/Álava,38,1996,49,01
Araba/Álava,38,1997,67,01
Araba/Álava,38,1998,71,01
Araba/Álava,38,1999,72,01
Araba/Álava,38,2000,131,01
Araba/Álava,38,2001,70,01
Araba/Álava,38,2002,103,01
Araba/Álava,38,2003,121,01
Araba/Álava,38,2004,119,01
Araba/Álava,38,2005,122,01
Araba/Álava,38,2006,136,01
Araba/Álava,38,2007,116,01
Araba/Álava,38,2008,156,01
Araba/Álava,38,2009,155,01
Araba/Álava,38,2010,164,01
Araba/Álava,38,2011,178,01
Araba/Álava,38,2012,185,01
Araba/Álava,38,2013,203,01
Araba/Álava,38,2014,210,01
Araba/Álava,38,2015,202,01
Araba/Álava,38,2016,192,01
Araba/Álava,38,2017,200,01
Araba/Álava,38,2018,187,01
Araba/Álava,38,2019,145,01
Araba/Álava,38,2020,133,01
Araba/Álava,38,2021,172,01
Araba/Álava,38,2022,136,01
Araba/Álava,38,2023,160,01
Araba/Álava,38,2024,113,01
Araba/Álava,39,1996,33,01
Araba/Álava,39,1997,30,01
Araba/Álava,39,1998,48,01
Araba/Álava,39,1999,45,01
Araba/Álava,39,2000,50,01
Araba/Álava,39,2001,72,01
Araba/Álava,39,2002,69,01
Araba/Álava,39,2003,86,01
Araba/Álava,39,2004,71,01
Araba/Álava,39,2005,93,01
Araba/Álava,39,2006,96,01
Araba/Álava,39,2007,80,01
Araba/Álava,39,2008,128,01
Araba/Álava,39,2009,112,01
Araba/Álava,39,2010,133,01
Araba/Álava,39,2011,130,01
Araba/Álava,39,2012,147,01
Araba/Álava,39,2013,146,01
Araba/Álava,39,2014,156,01
Araba/Álava,39,2015,151,01
Araba/Álava,39,2016,152,01
Araba/Álava,39,2017,152,01
Araba/Álava,39,2018,165,01
Araba/Álava,39,2019,138,01
Araba/Álava,39,2020,132,01
Araba/Álava,39,2021,135,01
Araba/Álava,39,2022,124,01
Araba/Álava,39,2023,108,01
Araba/Álava,39,2024,104,01
Araba/Álava,40,1996,22,01
Araba/Álava,40,1997,26,01
Araba/Álava,40,1998,24,01
Araba/Álava,40,1999,29,01
Araba/Álava,40,2000,46,01
Araba/Álava,40,2001,43,01
Araba/Álava,40,2002,46,01
Araba/Álava,40,2003,43,01
Araba/Álava,40,2004,61,01
Araba/Álava,40,2005,60,01
Araba/Álava,40,2006,63,01
Araba/Álava,40,2007,60,01
Araba/Álava,40,2008,90,01
Araba/Álava,40,2009,78,01
Araba/Álava,40,2010,107,01
Araba/Álava,40,2011,101,01
Araba/Álava,40,2012,109,01
Araba/Álava,40,2013,101,01
Araba/Álava,40,2014,115,01
Araba/Álava,40,2015,131,01
Araba/Álava,40,2016,131,01
Araba/Álava,40,2017,143,01
Araba/Álava,40,2018,117,01
Araba/Álava,40,2019,94,01
Araba/Álava,40,2020,111,01
Araba/Álava,40,2021,91,01
Araba/Álava,40,2022,124,01
Araba/Álava,40,2023,102,01
Araba/Álava,40,2024,96,01
Araba/Álava,41,1996,12,01
Araba/Álava,41,1997,12,01
Araba/Álava,41,1998,13,01
Araba/Álava,41,1999,15,01
Araba/Álava,41,2000,13,01
Araba/Álava,41,2001,32,01
Araba/Álava,41,2002,22,01
Araba/Álava,41,2003,42,01
Araba/Álava,41,2004,32,01
Araba/Álava,41,2005,39,01
Araba/Álava,41,2006,46,01
Araba/Álava,41,2007,50,01
Araba/Álava,41,2008,49,01
Araba/Álava,41,2009,48,01
Araba/Álava,41,2010,60,01
Araba/Álava,41,2011,52,01
Araba/Álava,41,2012,57,01
Araba/Álava,41,2013,58,01
Araba/Álava,41,2014,70,01
Araba/Álava,41,2015,76,01
Araba/Álava,41,2016,78,01
Araba/Álava,41,2017,86,01
Araba/Álava,41,2018,75,01
Araba/Álava,41,2019,71,01
Araba/Álava,41,2020,77,01
Araba/Álava,41,2021,80,01
Araba/Álava,41,2022,63,01
Araba/Álava,41,2023,68,01
Araba/Álava,41,2024,60,01
Araba/Álava,42,1996,9,01
Araba/Álava,42,1997,7,01
Araba/Álava,42,1998,5,01
Araba/Álava,42,1999,10,01
Araba/Álava,42,2000,9,01
Araba/Álava,42,2001,19,01
Araba/Álava,42,2002,18,01
Araba/Álava,42,2003,14,01
Araba/Álava,42,2004,21,01
Araba/Álava,42,2005,25,01
Araba/Álava,42,2006,29,01
Araba/Álava,42,2007,32,01
Araba/Álava,42,2008,32,01
Araba/Álava,42,2009,21,01
Araba/Álava,42,2010,35,01
Araba/Álava,42,2011,51,01
Araba/Álava,42,2012,38,01
Araba/Álava,42,2013,33,01
Araba/Álava,42,2014,48,01
Araba/Álava,42,2015,50,01
Araba/Álava,42,2016,59,01
Araba/Álava,42,2017,47,01
Araba/Álava,42,2018,51,01
Araba/Álava,42,2019,50,01
Araba/Álava,42,2020,56,01
Araba/Álava,42,2021,47,01
Araba/Álava,42,2022,67,01
Araba/Álava,42,2023,48,01
Araba/Álava,42,2024,43,01
Araba/Álava,43,1996,2,01
Araba/Álava,43,1997,5,01
Araba/Álava,43,1998,6,01
Araba/Álava,43,1999,9,01
Araba/Álava,43,2000,6,01
Araba/Álava,43,2001,2,01
Araba/Álava,43,2002,7,01
Araba/Álava,43,2003,11,01
Araba/Álava,43,2004,13,01
Araba/Álava,43,2005,18,01
Araba/Álava,43,2006,13,01
Araba/Álava,43,2007,18,01
Araba/Álava,43,2008,27,01
Araba/Álava,43,2009,14,01
Araba/Álava,43,2010,16,01
Araba/Álava,43,2011,19,01
Araba/Álava,43,2012,20,01
Araba/Álava,43,2013,33,01
Araba/Álava,43,2014,27,01
Araba/Álava,43,2015,32,01
Araba/Álava,43,2016,27,01
Araba/Álava,43,2017,39,01
Araba/Álava,43,2018,35,01
Araba/Álava,43,2019,32,01
Araba/Álava,43,2020,37,01
Araba/Álava,43,2021,33,01
Araba/Álava,43,2022,27,01
Araba/Álava,43,2023,27,01
Araba/Álava,43,2024,29,01
Araba/Álava,44,1996,6,01
Araba/Álava,44,1997,1,01
Araba/Álava,44,1998,3,01
Araba/Álava,44,1999,3,01
Araba/Álava,44,2000,2,01
Araba/Álava,44,2001,4,01
Araba/Álava,44,2002,5,01
Araba/Álava,44,2003,5,01
Araba/Álava,44,2004,3,01
Araba/Álava,44,2005,1,01
Araba/Álava,44,2006,5,01
Araba/Álava,44,2007,10,01
Araba/Álava,44,2008,3,01
Araba/Álava,44,2009,12,01
Araba/Álava,44,2010,16,01
Araba/Álava,44,2011,8,01
Araba/Álava,44,2012,21,01
Araba/Álava,44,2013,15,01
Araba/Álava,44,2014,19,01
Araba/Álava,44,2015,12,01
Araba/Álava,44,2016,20,01
Araba/Álava,44,2017,24,01
Araba/Álava,44,2018,22,01
Araba/Álava,44,2019,12,01
Araba/Álava,44,2020,19,01
Araba/Álava,44,2021,21,01
Araba/Álava,44,2022,17,01
Araba/Álava,44,2023,20,01
Araba/Álava,44,2024,21,01
Araba/Álava,45,1996,1,01
Araba/Álava,45,1997,1,01
Araba/Álava,45,1998,1,01
Araba/Álava,45,1999,0,01
Araba/Álava,45,2000,3,01
Araba/Álava,45,2001,3,01
Araba/Álava,45,2002,0,01
Araba/Álava,45,2003,2,01
Araba/Álava,45,2004,3,01
Araba/Álava,45,2005,2,01
Araba/Álava,45,2006,3,01
Araba/Álava,45,2007,7,01
Araba/Álava,45,2008,8,01
Araba/Álava,45,2009,6,01
Araba/Álava,45,2010,6,01
Araba/Álava,45,2011,10,01
Araba/Álava,45,2012,12,01
Araba/Álava,45,2013,8,01
Araba/Álava,45,2014,10,01
Araba/Álava,45,2015,12,01
Araba/Álava,45,2016,7,01
Araba/Álava,45,2017,14,01
Araba/Álava,45,2018,5,01
Araba/Álava,45,2019,13,01
Araba/Álava,45,2020,9,01
Araba/Álava,45,2021,7,01
Araba/Álava,45,2022,8,01
Araba/Álava,45,2023,13,01
Araba/Álava,45,2024,11,01
Araba/Álava,>= 46,1996,1,01
Araba/Álava,>= 46,1997,0,01
Araba/Álava,>= 46,1998,0,01
Araba/Álava,>= 46,1999,0,01
Araba/Álava,>= 46,2000,3,01
Araba/Álava,>= 46,2001,1,01
Araba/Álava,>= 46,2002,3,01
Araba/Álava,>= 46,2003,4,01
Araba/Álava,>= 46,2004,2,01
Araba/Álava,>= 46,2005,0,01
Araba/Álava,>= 46,2006,9,01
Araba/Álava,>= 46,2007,4,01
Araba/Álava,>= 46,2008,7,01
Araba/Álava,>= 46,2009,7,01
Araba/Álava,>= 46,2010,11,01
Araba/Álava,>= 46,2011,6,01
Araba/Álava,>= 46,2012,8,01
Araba/Álava,>= 46,2013,12,01
Araba/Álava,>= 46,2014,12,01
Araba/Álava,>= 46,2015,20,01
Araba/Álava,>= 46,2016,19,01
Araba/Álava,>= 46,2017,9,01
Araba/Álava,>= 46,2018,13,01
Araba/Álava,>= 46,2019,14,01
Araba/Álava,>= 46,2020,16,01
Araba/Álava,>= 46,2021,17,01
Araba/Álava,>= 46,2022,15,01
Araba/Álava,>= 46,2023,15,01
Araba/Álava,>= 46,2024,16,01
Bizkaia,Total,1996,8150,48
Bizkaia,Total,1997,8333,48
Bizkaia,Total,1998,8216,48
Bizkaia,Total,1999,8599,48
Bizkaia,Total,2000,8818,48
Bizkaia,Total,2001,9040,48
Bizkaia,Total,2002,9372,48
Bizkaia,Total,2003,9806,48
Bizkaia,Total,2004,9996,48
Bizkaia,Total,2005,10122,48
Bizkaia,Total,2006,10087,48
Bizkaia,Total,2007,10416,48
Bizkaia,Total,2008,10861,48
Bizkaia,Total,2009,10540,48
Bizkaia,Total,2010,10598,48
Bizkaia,Total,2011,10687,48
Bizkaia,Total,2012,10342,48
Bizkaia,Total,2013,9732,48
Bizkaia,Total,2014,9740,48
Bizkaia,Total,2015,9331,48
Bizkaia,Total,2016,9151,48
Bizkaia,Total,2017,8522,48
Bizkaia,Total,2018,7940,48
Bizkaia,Total,2019,7720,48
Bizkaia,Total,2020,7318,48
Bizkaia,Total,2021,6957,48
Bizkaia,Total,2022,6861,48
Bizkaia,Total,2023,6671,48
Bizkaia,Total,2024,6421,48
Bizkaia,<= 15,1996,5,48
Bizkaia,<= 15,1997,1,48
Bizkaia,<= 15,1998,4,48
Bizkaia,<= 15,1999,3,48
Bizkaia,<= 15,2000,2,48
Bizkaia,<= 15,2001,4,48
Bizkaia,<= 15,2002,6,48
Bizkaia,<= 15,2003,9,48
Bizkaia,<= 15,2004,2,48
Bizkaia,<= 15,2005,5,48
Bizkaia,<= 15,2006,10,48
Bizkaia,<= 15,2007,7,48
Bizkaia,<= 15,2008,11,48
Bizkaia,<= 15,2009,8,48
Bizkaia,<= 15,2010,2,48
Bizkaia,<= 15,2011,2,48
Bizkaia,<= 15,2012,8,48
Bizkaia,<= 15,2013,6,48
Bizkaia,<= 15,2014,4,48
Bizkaia,<= 15,2015,4,48
Bizkaia,<= 15,2016,2,48
Bizkaia,<= 15,2017,2,48
Bizkaia,<= 15,2018,4,48
Bizkaia,<= 15,2019,4,48
Bizkaia,<= 15,2020,4,48
Bizkaia,<= 15,2021,5,48
Bizkaia,<= 15,2022,5,48
Bizkaia,<= 15,2023,1,48
Bizkaia,<= 15,2024,3,48
Bizkaia,16,1996,4,48
Bizkaia,16,1997,7,48
Bizkaia,16,1998,7,48
Bizkaia,16,1999,6,48
Bizkaia,16,2000,7,48
Bizkaia,16,2001,7,48
Bizkaia,16,2002,8,48
Bizkaia,16,2003,2,48
Bizkaia,16,2004,7,48
Bizkaia,16,2005,6,48
Bizkaia,16,2006,10,48
Bizkaia,16,2007,15,48
Bizkaia,16,2008,13,48
Bizkaia,16,2009,14,48
Bizkaia,16,2010,9,48
Bizkaia,16,2011,9,48
Bizkaia,16,2012,8,48
Bizkaia,16,2013,12,48
Bizkaia,16,2014,14,48
Bizkaia,16,2015,12,48
Bizkaia,16,2016,7,48
Bizkaia,16,2017,1,48
Bizkaia,16,2018,6,48
Bizkaia,16,2019,6,48
Bizkaia,16,2020,8,48
Bizkaia,16,2021,6,48
Bizkaia,16,2022,6,48
Bizkaia,16,2023,8,48
Bizkaia,16,2024,5,48
Bizkaia,17,1996,11,48
Bizkaia,17,1997,15,48
Bizkaia,17,1998,17,48
Bizkaia,17,1999,24,48
Bizkaia,17,2000,15,48
Bizkaia,17,2001,15,48
Bizkaia,17,2002,19,48
Bizkaia,17,2003,19,48
Bizkaia,17,2004,17,48
Bizkaia,17,2005,22,48
Bizkaia,17,2006,25,48
Bizkaia,17,2007,16,48
Bizkaia,17,2008,20,48
Bizkaia,17,2009,20,48
Bizkaia,17,2010,20,48
Bizkaia,17,2011,15,48
Bizkaia,17,2012,15,48
Bizkaia,17,2013,18,48
Bizkaia,17,2014,20,48
Bizkaia,17,2015,12,48
Bizkaia,17,2016,8,48
Bizkaia,17,2017,13,48
Bizkaia,17,2018,14,48
Bizkaia,17,2019,13,48
Bizkaia,17,2020,15,48
Bizkaia,17,2021,13,48
Bizkaia,17,2022,13,48
Bizkaia,17,2023,8,48
Bizkaia,17,2024,13,48
Bizkaia,18,1996,23,48
Bizkaia,18,1997,27,48
Bizkaia,18,1998,18,48
Bizkaia,18,1999,28,48
Bizkaia,18,2000,22,48
Bizkaia,18,2001,20,48
Bizkaia,18,2002,23,48
Bizkaia,18,2003,34,48
Bizkaia,18,2004,26,48
Bizkaia,18,2005,36,48
Bizkaia,18,2006,29,48
Bizkaia,18,2007,40,48
Bizkaia,18,2008,39,48
Bizkaia,18,2009,34,48
Bizkaia,18,2010,40,48
Bizkaia,18,2011,34,48
Bizkaia,18,2012,33,48
Bizkaia,18,2013,32,48
Bizkaia,18,2014,29,48
Bizkaia,18,2015,26,48
Bizkaia,18,2016,28,48
Bizkaia,18,2017,35,48
Bizkaia,18,2018,15,48
Bizkaia,18,2019,27,48
Bizkaia,18,2020,26,48
Bizkaia,18,2021,25,48
Bizkaia,18,2022,16,48
Bizkaia,18,2023,23,48
Bizkaia,18,2024,7,48
Bizkaia,19,1996,48,48
Bizkaia,19,1997,38,48
Bizkaia,19,1998,35,48
Bizkaia,19,1999,33,48
Bizkaia,19,2000,42,48
Bizkaia,19,2001,36,48
Bizkaia,19,2002,34,48
Bizkaia,19,2003,44,48
Bizkaia,19,2004,58,48
Bizkaia,19,2005,42,48
Bizkaia,19,2006,46,48
Bizkaia,19,2007,58,48
Bizkaia,19,2008,69,48
Bizkaia,19,2009,45,48
Bizkaia,19,2010,44,48
Bizkaia,19,2011,40,48
Bizkaia,19,2012,63,48
Bizkaia,19,2013,38,48
Bizkaia,19,2014,50,48
Bizkaia,19,2015,41,48
Bizkaia,19,2016,41,48
Bizkaia,19,2017,39,48
Bizkaia,19,2018,31,48
Bizkaia,19,2019,29,48
Bizkaia,19,2020,24,48
Bizkaia,19,2021,34,48
Bizkaia,19,2022,35,48
Bizkaia,19,2023,32,48
Bizkaia,19,2024,29,48
Bizkaia,20,1996,63,48
Bizkaia,20,1997,49,48
Bizkaia,20,1998,61,48
Bizkaia,20,1999,56,48
Bizkaia,20,2000,47,48
Bizkaia,20,2001,44,48
Bizkaia,20,2002,62,48
Bizkaia,20,2003,62,48
Bizkaia,20,2004,48,48
Bizkaia,20,2005,53,48
Bizkaia,20,2006,55,48
Bizkaia,20,2007,65,48
Bizkaia,20,2008,82,48
Bizkaia,20,2009,70,48
Bizkaia,20,2010,65,48
Bizkaia,20,2011,52,48
Bizkaia,20,2012,56,48
Bizkaia,20,2013,66,48
Bizkaia,20,2014,59,48
Bizkaia,20,2015,61,48
Bizkaia,20,2016,54,48
Bizkaia,20,2017,41,48
Bizkaia,20,2018,46,48
Bizkaia,20,2019,64,48
Bizkaia,20,2020,54,48
Bizkaia,20,2021,39,48
Bizkaia,20,2022,37,48
Bizkaia,20,2023,53,48
Bizkaia,20,2024,43,48
Bizkaia,21,1996,53,48
Bizkaia,21,1997,83,48
Bizkaia,21,1998,64,48
Bizkaia,21,1999,53,48
Bizkaia,21,2000,65,48
Bizkaia,21,2001,58,48
Bizkaia,21,2002,68,48
Bizkaia,21,2003,78,48
Bizkaia,21,2004,73,48
Bizkaia,21,2005,75,48
Bizkaia,21,2006,77,48
Bizkaia,21,2007,93,48
Bizkaia,21,2008,98,48
Bizkaia,21,2009,101,48
Bizkaia,21,2010,81,48
Bizkaia,21,2011,80,48
Bizkaia,21,2012,76,48
Bizkaia,21,2013,60,48
Bizkaia,21,2014,60,48
Bizkaia,21,2015,50,48
Bizkaia,21,2016,58,48
Bizkaia,21,2017,65,48
Bizkaia,21,2018,56,48
Bizkaia,21,2019,68,48
Bizkaia,21,2020,56,48
Bizkaia,21,2021,60,48
Bizkaia,21,2022,51,48
Bizkaia,21,2023,74,48
Bizkaia,21,2024,71,48
Bizkaia,22,1996,80,48
Bizkaia,22,1997,69,48
Bizkaia,22,1998,90,48
Bizkaia,22,1999,62,48
Bizkaia,22,2000,93,48
Bizkaia,22,2001,70,48
Bizkaia,22,2002,84,48
Bizkaia,22,2003,72,48
Bizkaia,22,2004,85,48
Bizkaia,22,2005,85,48
Bizkaia,22,2006,88,48
Bizkaia,22,2007,115,48
Bizkaia,22,2008,130,48
Bizkaia,22,2009,113,48
Bizkaia,22,2010,101,48
Bizkaia,22,2011,86,48
Bizkaia,22,2012,76,48
Bizkaia,22,2013,59,48
Bizkaia,22,2014,78,48
Bizkaia,22,2015,69,48
Bizkaia,22,2016,77,48
Bizkaia,22,2017,65,48
Bizkaia,22,2018,81,48
Bizkaia,22,2019,88,48
Bizkaia,22,2020,69,48
Bizkaia,22,2021,63,48
Bizkaia,22,2022,85,48
Bizkaia,22,2023,56,48
Bizkaia,22,2024,83,48
Bizkaia,23,1996,104,48
Bizkaia,23,1997,95,48
Bizkaia,23,1998,80,48
Bizkaia,23,1999,81,48
Bizkaia,23,2000,93,48
Bizkaia,23,2001,103,48
Bizkaia,23,2002,91,48
Bizkaia,23,2003,98,48
Bizkaia,23,2004,96,48
Bizkaia,23,2005,103,48
Bizkaia,23,2006,94,48
Bizkaia,23,2007,132,48
Bizkaia,23,2008,126,48
Bizkaia,23,2009,116,48
Bizkaia,23,2010,113,48
Bizkaia,23,2011,115,48
Bizkaia,23,2012,99,48
Bizkaia,23,2013,84,48
Bizkaia,23,2014,77,48
Bizkaia,23,2015,85,48
Bizkaia,23,2016,70,48
Bizkaia,23,2017,85,48
Bizkaia,23,2018,89,48
Bizkaia,23,2019,82,48
Bizkaia,23,2020,82,48
Bizkaia,23,2021,87,48
Bizkaia,23,2022,95,48
Bizkaia,23,2023,87,48
Bizkaia,23,2024,76,48
Bizkaia,24,1996,116,48
Bizkaia,24,1997,100,48
Bizkaia,24,1998,97,48
Bizkaia,24,1999,103,48
Bizkaia,24,2000,136,48
Bizkaia,24,2001,115,48
Bizkaia,24,2002,118,48
Bizkaia,24,2003,125,48
Bizkaia,24,2004,123,48
Bizkaia,24,2005,115,48
Bizkaia,24,2006,114,48
Bizkaia,24,2007,133,48
Bizkaia,24,2008,138,48
Bizkaia,24,2009,140,48
Bizkaia,24,2010,134,48
Bizkaia,24,2011,120,48
Bizkaia,24,2012,93,48
Bizkaia,24,2013,105,48
Bizkaia,24,2014,108,48
Bizkaia,24,2015,72,48
Bizkaia,24,2016,96,48
Bizkaia,24,2017,88,48
Bizkaia,24,2018,116,48
Bizkaia,24,2019,108,48
Bizkaia,24,2020,102,48
Bizkaia,24,2021,80,48
Bizkaia,24,2022,92,48
Bizkaia,24,2023,79,48
Bizkaia,24,2024,101,48
Bizkaia,25,1996,202,48
Bizkaia,25,1997,178,48
Bizkaia,25,1998,138,48
Bizkaia,25,1999,141,48
Bizkaia,25,2000,142,48
Bizkaia,25,2001,143,48
Bizkaia,25,2002,135,48
Bizkaia,25,2003,135,48
Bizkaia,25,2004,163,48
Bizkaia,25,2005,138,48
Bizkaia,25,2006,152,48
Bizkaia,25,2007,177,48
Bizkaia,25,2008,156,48
Bizkaia,25,2009,166,48
Bizkaia,25,2010,153,48
Bizkaia,25,2011,164,48
Bizkaia,25,2012,160,48
Bizkaia,25,2013,116,48
Bizkaia,25,2014,152,48
Bizkaia,25,2015,135,48
Bizkaia,25,2016,121,48
Bizkaia,25,2017,108,48
Bizkaia,25,2018,97,48
Bizkaia,25,2019,125,48
Bizkaia,25,2020,128,48
Bizkaia,25,2021,95,48
Bizkaia,25,2022,94,48
Bizkaia,25,2023,124,48
Bizkaia,25,2024,131,48
Bizkaia,26,1996,218,48
Bizkaia,26,1997,249,48
Bizkaia,26,1998,193,48
Bizkaia,26,1999,192,48
Bizkaia,26,2000,203,48
Bizkaia,26,2001,203,48
Bizkaia,26,2002,182,48
Bizkaia,26,2003,180,48
Bizkaia,26,2004,207,48
Bizkaia,26,2005,186,48
Bizkaia,26,2006,207,48
Bizkaia,26,2007,206,48
Bizkaia,26,2008,214,48
Bizkaia,26,2009,180,48
Bizkaia,26,2010,186,48
Bizkaia,26,2011,181,48
Bizkaia,26,2012,191,48
Bizkaia,26,2013,160,48
Bizkaia,26,2014,145,48
Bizkaia,26,2015,137,48
Bizkaia,26,2016,159,48
Bizkaia,26,2017,136,48
Bizkaia,26,2018,123,48
Bizkaia,26,2019,134,48
Bizkaia,26,2020,114,48
Bizkaia,26,2021,118,48
Bizkaia,26,2022,104,48
Bizkaia,26,2023,125,48
Bizkaia,26,2024,140,48
Bizkaia,27,1996,348,48
Bizkaia,27,1997,294,48
Bizkaia,27,1998,301,48
Bizkaia,27,1999,262,48
Bizkaia,27,2000,260,48
Bizkaia,27,2001,248,48
Bizkaia,27,2002,290,48
Bizkaia,27,2003,242,48
Bizkaia,27,2004,268,48
Bizkaia,27,2005,245,48
Bizkaia,27,2006,269,48
Bizkaia,27,2007,256,48
Bizkaia,27,2008,280,48
Bizkaia,27,2009,219,48
Bizkaia,27,2010,238,48
Bizkaia,27,2011,234,48
Bizkaia,27,2012,220,48
Bizkaia,27,2013,197,48
Bizkaia,27,2014,183,48
Bizkaia,27,2015,183,48
Bizkaia,27,2016,191,48
Bizkaia,27,2017,174,48
Bizkaia,27,2018,144,48
Bizkaia,27,2019,151,48
Bizkaia,27,2020,169,48
Bizkaia,27,2021,149,48
Bizkaia,27,2022,137,48
Bizkaia,27,2023,150,48
Bizkaia,27,2024,140,48
Bizkaia,28,1996,463,48
Bizkaia,28,1997,443,48
Bizkaia,28,1998,431,48
Bizkaia,28,1999,396,48
Bizkaia,28,2000,351,48
Bizkaia,28,2001,356,48
Bizkaia,28,2002,403,48
Bizkaia,28,2003,357,48
Bizkaia,28,2004,391,48
Bizkaia,28,2005,367,48
Bizkaia,28,2006,384,48
Bizkaia,28,2007,351,48
Bizkaia,28,2008,369,48
Bizkaia,28,2009,340,48
