prov,edad,periodo,nac,prov_cod
Gipuzkoa,21,2012,32,20
Gipuzkoa,21,2013,30,20
Gipuzkoa,21,2014,35,20
Gipuzkoa,21,2015,25,20
Gipuzkoa,21,2016,38,20
Gipuzkoa,21,2017,31,20
Gipuzkoa,21,2018,44,20
Gipuzkoa,21,2019,35,20
Gipuzkoa,21,2020,40,20
Gipuzkoa,21,2021,29,20
Gipuzkoa,21,2022,32,20
Gipuzkoa,21,2023,33,20
Gipuzkoa,21,2024,33,20
Gipuzkoa,22,1996,43,20
Gipuzkoa,22,1997,40,20
Gipuzkoa,22,1998,42,20
Gipuzkoa,22,1999,35,20
Gipuzkoa,22,2000,29,20
Gipuzkoa,22,2001,40,20
Gipuzkoa,22,2002,30,20
Gipuzkoa,22,2003,36,20
Gipuzkoa,22,2004,34,20
Gipuzkoa,22,2005,26,20
Gipuzkoa,22,2006,44,20
Gipuzkoa,22,2007,39,20
Gipuzkoa,22,2008,62,20
Gipuzkoa,22,2009,53,20
Gipuzkoa,22,2010,55,20
Gipuzkoa,22,2011,55,20
Gipuzkoa,22,2012,54,20
Gipuzkoa,22,2013,35,20
Gipuzkoa,22,2014,35,20
Gipuzkoa,22,2015,47,20
Gipuzkoa,22,2016,44,20
Gipuzkoa,22,2017,41,20
Gipuzkoa,22,2018,43,20
Gipuzkoa,22,2019,61,20
Gipuzkoa,22,2020,45,20
Gipuzkoa,22,2021,49,20
Gipuzkoa,22,2022,42,20
Gipuzkoa,22,2023,47,20
Gipuzkoa,22,2024,51,20
Gipuzkoa,23,1996,76,20
Gipuzkoa,23,1997,65,20
Gipuzkoa,23,1998,42,20
Gipuzkoa,23,1999,54,20
Gipuzkoa,23,2000,42,20
Gipuzkoa,23,2001,39,20
Gipuzkoa,23,2002,44,20
Gipuzkoa,23,2003,45,20
Gipuzkoa,23,2004,49,20
Gipuzkoa,23,2005,61,20
Gipuzkoa,23,2006,57,20
Gipuzkoa,23,2007,43,20
Gipuzkoa,23,2008,56,20
Gipuzkoa,23,2009,60,20
Gipuzkoa,23,2010,67,20
Gipuzkoa,23,2011,54,20
Gipuzkoa,23,2012,63,20
Gipuzkoa,23,2013,51,20
Gipuzkoa,23,2014,66,20
Gipuzkoa,23,2015,53,20
Gipuzkoa,23,2016,43,20
Gipuzkoa,23,2017,51,20
Gipuzkoa,23,2018,60,20
Gipuzkoa,23,2019,53,20
Gipuzkoa,23,2020,56,20
Gipuzkoa,23,2021,44,20
Gipuzkoa,23,2022,61,20
Gipuzkoa,23,2023,48,20
Gipuzkoa,23,2024,46,20
Gipuzkoa,24,1996,71,20
Gipuzkoa,24,1997,77,20
Gipuzkoa,24,1998,77,20
Gipuzkoa,24,1999,64,20
Gipuzkoa,24,2000,62,20
Gipuzkoa,24,2001,52,20
Gipuzkoa,24,2002,61,20
Gipuzkoa,24,2003,56,20
Gipuzkoa,24,2004,69,20
Gipuzkoa,24,2005,63,20
Gipuzkoa,24,2006,66,20
Gipuzkoa,24,2007,74,20
Gipuzkoa,24,2008,75,20
Gipuzkoa,24,2009,78,20
Gipuzkoa,24,2010,65,20
Gipuzkoa,24,2011,61,20
Gipuzkoa,24,2012,70,20
Gipuzkoa,24,2013,59,20
Gipuzkoa,24,2014,68,20
Gipuzkoa,24,2015,68,20
Gipuzkoa,24,2016,67,20
Gipuzkoa,24,2017,62,20
Gipuzkoa,24,2018,77,20
Gipuzkoa,24,2019,79,20
Gipuzkoa,24,2020,67,20
Gipuzkoa,24,2021,48,20
Gipuzkoa,24,2022,60,20
Gipuzkoa,24,2023,67,20
Gipuzkoa,24,2024,43,20
Gipuzkoa,25,1996,124,20
Gipuzkoa,25,1997,101,20
Gipuzkoa,25,1998,98,20
Gipuzkoa,25,1999,117,20
Gipuzkoa,25,2000,80,20
Gipuzkoa,25,2001,93,20
Gipuzkoa,25,2002,87,20
Gipuzkoa,25,2003,88,20
Gipuzkoa,25,2004,113,20
Gipuzkoa,25,2005,87,20
Gipuzkoa,25,2006,83,20
Gipuzkoa,25,2007,88,20
Gipuzkoa,25,2008,91,20
Gipuzkoa,25,2009,94,20
Gipuzkoa,25,2010,78,20
Gipuzkoa,25,2011,91,20
Gipuzkoa,25,2012,83,20
Gipuzkoa,25,2013,91,20
Gipuzkoa,25,2014,86,20
Gipuzkoa,25,2015,80,20
Gipuzkoa,25,2016,80,20
Gipuzkoa,25,2017,56,20
Gipuzkoa,25,2018,55,20
Gipuzkoa,25,2019,85,20
Gipuzkoa,25,2020,92,20
Gipuzkoa,25,2021,62,20
Gipuzkoa,25,2022,62,20
Gipuzkoa,25,2023,85,20
Gipuzkoa,25,2024,68,20
Gipuzkoa,26,1996,150,20
Gipuzkoa,26,1997,161,20
Gipuzkoa,26,1998,141,20
Gipuzkoa,26,1999,140,20
Gipuzkoa,26,2000,136,20
Gipuzkoa,26,2001,163,20
Gipuzkoa,26,2002,155,20
Gipuzkoa,26,2003,149,20
Gipuzkoa,26,2004,123,20
Gipuzkoa,26,2005,136,20
Gipuzkoa,26,2006,122,20
Gipuzkoa,26,2007,125,20
Gipuzkoa,26,2008,144,20
Gipuzkoa,26,2009,137,20
Gipuzkoa,26,2010,110,20
Gipuzkoa,26,2011,111,20
Gipuzkoa,26,2012,101,20
Gipuzkoa,26,2013,67,20
Gipuzkoa,26,2014,115,20
Gipuzkoa,26,2015,109,20
Gipuzkoa,26,2016,126,20
Gipuzkoa,26,2017,80,20
Gipuzkoa,26,2018,79,20
Gipuzkoa,26,2019,109,20
Gipuzkoa,26,2020,88,20
Gipuzkoa,26,2021,96,20
Gipuzkoa,26,2022,85,20
Gipuzkoa,26,2023,68,20
Gipuzkoa,26,2024,83,20
Gipuzkoa,27,1996,266,20
Gipuzkoa,27,1997,240,20
Gipuzkoa,27,1998,220,20
Gipuzkoa,27,1999,218,20
Gipuzkoa,27,2000,206,20
Gipuzkoa,27,2001,228,20
Gipuzkoa,27,2002,215,20
Gipuzkoa,27,2003,202,20
Gipuzkoa,27,2004,215,20
Gipuzkoa,27,2005,199,20
Gipuzkoa,27,2006,178,20
Gipuzkoa,27,2007,186,20
Gipuzkoa,27,2008,191,20
Gipuzkoa,27,2009,196,20
Gipuzkoa,27,2010,172,20
Gipuzkoa,27,2011,149,20
Gipuzkoa,27,2012,160,20
Gipuzkoa,27,2013,137,20
Gipuzkoa,27,2014,139,20
Gipuzkoa,27,2015,146,20
Gipuzkoa,27,2016,143,20
Gipuzkoa,27,2017,143,20
Gipuzkoa,27,2018,124,20
Gipuzkoa,27,2019,119,20
Gipuzkoa,27,2020,107,20
Gipuzkoa,27,2021,89,20
Gipuzkoa,27,2022,105,20
Gipuzkoa,27,2023,115,20
Gipuzkoa,27,2024,115,20
Gipuzkoa,28,1996,346,20
Gipuzkoa,28,1997,363,20
Gipuzkoa,28,1998,319,20
Gipuzkoa,28,1999,320,20
Gipuzkoa,28,2000,294,20
Gipuzkoa,28,2001,300,20
Gipuzkoa,28,2002,330,20
Gipuzkoa,28,2003,337,20
Gipuzkoa,28,2004,331,20
Gipuzkoa,28,2005,308,20
Gipuzkoa,28,2006,286,20
Gipuzkoa,28,2007,302,20
Gipuzkoa,28,2008,279,20
Gipuzkoa,28,2009,246,20
Gipuzkoa,28,2010,239,20
Gipuzkoa,28,2011,217,20
Gipuzkoa,28,2012,215,20
Gipuzkoa,28,2013,187,20
Gipuzkoa,28,2014,221,20
Gipuzkoa,28,2015,180,20
Gipuzkoa,28,2016,166,20
Gipuzkoa,28,2017,172,20
Gipuzkoa,28,2018,160,20
Gipuzkoa,28,2019,146,20
Gipuzkoa,28,2020,149,20
Gipuzkoa,28,2021,146,20
Gipuzkoa,28,2022,129,20
Gipuzkoa,28,2023,134,20
Gipuzkoa,28,2024,123,20
Gipuzkoa,29,1996,484,20
Gipuzkoa,29,1997,481,20
Gipuzkoa,29,1998,437,20
Gipuzkoa,29,1999,383,20
Gipuzkoa,29,2000,411,20
Gipuzkoa,29,2001,445,20
Gipuzkoa,29,2002,408,20
Gipuzkoa,29,2003,422,20
Gipuzkoa,29,2004,434,20
Gipuzkoa,29,2005,434,20
Gipuzkoa,29,2006,419,20
Gipuzkoa,29,2007,393,20
Gipuzkoa,29,2008,401,20
Gipuzkoa,29,2009,366,20
Gipuzkoa,29,2010,364,20
Gipuzkoa,29,2011,339,20
Gipuzkoa,29,2012,321,20
Gipuzkoa,29,2013,272,20
Gipuzkoa,29,2014,274,20
Gipuzkoa,29,2015,284,20
Gipuzkoa,29,2016,230,20
Gipuzkoa,29,2017,241,20
Gipuzkoa,29,2018,223,20
Gipuzkoa,29,2019,189,20
Gipuzkoa,29,2020,219,20
Gipuzkoa,29,2021,217,20
Gipuzkoa,29,2022,172,20
Gipuzkoa,29,2023,191,20
Gipuzkoa,29,2024,147,20
Gipuzkoa,30,1996,521,20
Gipuzkoa,30,1997,562,20
Gipuzkoa,30,1998,532,20
Gipuzkoa,30,1999,515,20
Gipuzkoa,30,2000,522,20
Gipuzkoa,30,2001,536,20
Gipuzkoa,30,2002,512,20
Gipuzkoa,30,2003,576,20
Gipuzkoa,30,2004,507,20
Gipuzkoa,30,2005,560,20
Gipuzkoa,30,2006,576,20
Gipuzkoa,30,2007,587,20
Gipuzkoa,30,2008,527,20
Gipuzkoa,30,2009,482,20
Gipuzkoa,30,2010,453,20
Gipuzkoa,30,2011,461,20
Gipuzkoa,30,2012,408,20
Gipuzkoa,30,2013,359,20
Gipuzkoa,30,2014,335,20
Gipuzkoa,30,2015,347,20
Gipuzkoa,30,2016,309,20
Gipuzkoa,30,2017,283,20
Gipuzkoa,30,2018,291,20
Gipuzkoa,30,2019,272,20
Gipuzkoa,30,2020,287,20
Gipuzkoa,30,2021,272,20
Gipuzkoa,30,2022,221,20
Gipuzkoa,30,2023,229,20
Gipuzkoa,30,2024,202,20
Gipuzkoa,31,1996,584,20
Gipuzkoa,31,1997,635,20
Gipuzkoa,31,1998,565,20
Gipuzkoa,31,1999,594,20
Gipuzkoa,31,2000,623,20
Gipuzkoa,31,2001,594,20
Gipuzkoa,31,2002,591,20
Gipuzkoa,31,2003,661,20
Gipuzkoa,31,2004,635,20
Gipuzkoa,31,2005,655,20
Gipuzkoa,31,2006,677,20
Gipuzkoa,31,2007,714,20
Gipuzkoa,31,2008,664,20
Gipuzkoa,31,2009,579,20
Gipuzkoa,31,2010,540,20
Gipuzkoa,31,2011,584,20
Gipuzkoa,31,2012,514,20
Gipuzkoa,31,2013,441,20
Gipuzkoa,31,2014,425,20
Gipuzkoa,31,2015,395,20
Gipuzkoa,31,2016,421,20
Gipuzkoa,31,2017,361,20
Gipuzkoa,31,2018,355,20
Gipuzkoa,31,2019,335,20
Gipuzkoa,31,2020,347,20
Gipuzkoa,31,2021,338,20
Gipuzkoa,31,2022,274,20
Gipuzkoa,31,2023,302,20
Gipuzkoa,31,2024,267,20
Gipuzkoa,32,1996,609,20
Gipuzkoa,32,1997,567,20
Gipuzkoa,32,1998,549,20
Gipuzkoa,32,1999,618,20
Gipuzkoa,32,2000,598,20
Gipuzkoa,32,2001,581,20
Gipuzkoa,32,2002,571,20
Gipuzkoa,32,2003,681,20
Gipuzkoa,32,2004,715,20
Gipuzkoa,32,2005,683,20
Gipuzkoa,32,2006,699,20
Gipuzkoa,32,2007,714,20
Gipuzkoa,32,2008,675,20
Gipuzkoa,32,2009,709,20
Gipuzkoa,32,2010,708,20
Gipuzkoa,32,2011,651,20
Gipuzkoa,32,2012,566,20
Gipuzkoa,32,2013,509,20
Gipuzkoa,32,2014,495,20
Gipuzkoa,32,2015,504,20
Gipuzkoa,32,2016,459,20
Gipuzkoa,32,2017,403,20
Gipuzkoa,32,2018,395,20
Gipuzkoa,32,2019,377,20
Gipuzkoa,32,2020,336,20
Gipuzkoa,32,2021,383,20
Gipuzkoa,32,2022,348,20
Gipuzkoa,32,2023,348,20
Gipuzkoa,32,2024,337,20
Gipuzkoa,33,1996,490,20
Gipuzkoa,33,1997,597,20
Gipuzkoa,33,1998,590,20
Gipuzkoa,33,1999,558,20
Gipuzkoa,33,2000,627,20
Gipuzkoa,33,2001,605,20
Gipuzkoa,33,2002,658,20
Gipuzkoa,33,2003,652,20
Gipuzkoa,33,2004,631,20
Gipuzkoa,33,2005,647,20
Gipuzkoa,33,2006,716,20
Gipuzkoa,33,2007,693,20
Gipuzkoa,33,2008,652,20
Gipuzkoa,33,2009,741,20
Gipuzkoa,33,2010,745,20
Gipuzkoa,33,2011,650,20
Gipuzkoa,33,2012,626,20
Gipuzkoa,33,2013,516,20
Gipuzkoa,33,2014,561,20
Gipuzkoa,33,2015,547,20
Gipuzkoa,33,2016,519,20
Gipuzkoa,33,2017,475,20
Gipuzkoa,33,2018,477,20
Gipuzkoa,33,2019,412,20
Gipuzkoa,33,2020,383,20
Gipuzkoa,33,2021,389,20
Gipuzkoa,33,2022,375,20
Gipuzkoa,33,2023,381,20
Gipuzkoa,33,2024,320,20
Gipuzkoa,34,1996,490,20
Gipuzkoa,34,1997,478,20
Gipuzkoa,34,1998,530,20
Gipuzkoa,34,1999,571,20
Gipuzkoa,34,2000,570,20
Gipuzkoa,34,2001,574,20
Gipuzkoa,34,2002,564,20
Gipuzkoa,34,2003,598,20
Gipuzkoa,34,2004,609,20
Gipuzkoa,34,2005,613,20
Gipuzkoa,34,2006,621,20
Gipuzkoa,34,2007,655,20
Gipuzkoa,34,2008,728,20
Gipuzkoa,34,2009,725,20
Gipuzkoa,34,2010,707,20
Gipuzkoa,34,2011,656,20
Gipuzkoa,34,2012,644,20
Gipuzkoa,34,2013,578,20
Gipuzkoa,34,2014,599,20
Gipuzkoa,34,2015,605,20
Gipuzkoa,34,2016,530,20
Gipuzkoa,34,2017,474,20
Gipuzkoa,34,2018,461,20
Gipuzkoa,34,2019,408,20
Gipuzkoa,34,2020,395,20
Gipuzkoa,34,2021,420,20
Gipuzkoa,34,2022,366,20
Gipuzkoa,34,2023,362,20
Gipuzkoa,34,2024,386,20
Gipuzkoa,35,1996,385,20
Gipuzkoa,35,1997,364,20
Gipuzkoa,35,1998,440,20
Gipuzkoa,35,1999,490,20
Gipuzkoa,35,2000,490,20
Gipuzkoa,35,2001,505,20
Gipuzkoa,35,2002,517,20
Gipuzkoa,35,2003,529,20
Gipuzkoa,35,2004,597,20
Gipuzkoa,35,2005,551,20
Gipuzkoa,35,2006,589,20
Gipuzkoa,35,2007,622,20
Gipuzkoa,35,2008,624,20
Gipuzkoa,35,2009,620,20
Gipuzkoa,35,2010,592,20
Gipuzkoa,35,2011,649,20
Gipuzkoa,35,2012,653,20
Gipuzkoa,35,2013,612,20
Gipuzkoa,35,2014,578,20
Gipuzkoa,35,2015,573,20
Gipuzkoa,35,2016,515,20
Gipuzkoa,35,2017,477,20
Gipuzkoa,35,2018,491,20
Gipuzkoa,35,2019,379,20
Gipuzkoa,35,2020,462,20
Gipuzkoa,35,2021,409,20
Gipuzkoa,35,2022,351,20
Gipuzkoa,35,2023,370,20
Gipuzkoa,35,2024,396,20
Gipuzkoa,36,1996,293,20
Gipuzkoa,36,1997,325,20
Gipuzkoa,36,1998,315,20
Gipuzkoa,36,1999,332,20
Gipuzkoa,36,2000,371,20
Gipuzkoa,36,2001,417,20
Gipuzkoa,36,2002,454,20
Gipuzkoa,36,2003,479,20
Gipuzkoa,36,2004,456,20
Gipuzkoa,36,2005,484,20
Gipuzkoa,36,2006,508,20
Gipuzkoa,36,2007,460,20
Gipuzkoa,36,2008,557,20
Gipuzkoa,36,2009,550,20
Gipuzkoa,36,2010,613,20
Gipuzkoa,36,2011,569,20
Gipuzkoa,36,2012,580,20
Gipuzkoa,36,2013,567,20
Gipuzkoa,36,2014,561,20
Gipuzkoa,36,2015,516,20
Gipuzkoa,36,2016,497,20
Gipuzkoa,36,2017,467,20
Gipuzkoa,36,2018,437,20
Gipuzkoa,36,2019,436,20
Gipuzkoa,36,2020,415,20
Gipuzkoa,36,2021,402,20
Gipuzkoa,36,2022,350,20
Gipuzkoa,36,2023,337,20
Gipuzkoa,36,2024,364,20
Gipuzkoa,37,1996,218,20
Gipuzkoa,37,1997,237,20
Gipuzkoa,37,1998,226,20
Gipuzkoa,37,1999,307,20
Gipuzkoa,37,2000,337,20
Gipuzkoa,37,2001,313,20
Gipuzkoa,37,2002,333,20
Gipuzkoa,37,2003,352,20
Gipuzkoa,37,2004,374,20
Gipuzkoa,37,2005,376,20
Gipuzkoa,37,2006,397,20
Gipuzkoa,37,2007,409,20
Gipuzkoa,37,2008,404,20
Gipuzkoa,37,2009,412,20
Gipuzkoa,37,2010,474,20
Gipuzkoa,37,2011,507,20
Gipuzkoa,37,2012,492,20
Gipuzkoa,37,2013,468,20
Gipuzkoa,37,2014,440,20
Gipuzkoa,37,2015,467,20
Gipuzkoa,37,2016,421,20
Gipuzkoa,37,2017,385,20
Gipuzkoa,37,2018,394,20
Gipuzkoa,37,2019,345,20
Gipuzkoa,37,2020,345,20
Gipuzkoa,37,2021,362,20
Gipuzkoa,37,2022,311,20
Gipuzkoa,37,2023,344,20
Gipuzkoa,37,2024,310,20
Gipuzkoa,38,1996,153,20
Gipuzkoa,38,1997,151,20
Gipuzkoa,38,1998,173,20
Gipuzkoa,38,1999,177,20
Gipuzkoa,38,2000,181,20
Gipuzkoa,38,2001,230,20
Gipuzkoa,38,2002,260,20
Gipuzkoa,38,2003,298,20
Gipuzkoa,38,2004,271,20
Gipuzkoa,38,2005,273,20
Gipuzkoa,38,2006,288,20
Gipuzkoa,38,2007,295,20
Gipuzkoa,38,2008,332,20
Gipuzkoa,38,2009,345,20
Gipuzkoa,38,2010,345,20
Gipuzkoa,38,2011,364,20
Gipuzkoa,38,2012,380,20
Gipuzkoa,38,2013,374,20
Gipuzkoa,38,2014,383,20
Gipuzkoa,38,2015,409,20
Gipuzkoa,38,2016,378,20
Gipuzkoa,38,2017,337,20
Gipuzkoa,38,2018,331,20
Gipuzkoa,38,2019,311,20
Gipuzkoa,38,2020,290,20
Gipuzkoa,38,2021,302,20
Gipuzkoa,38,2022,273,20
Gipuzkoa,38,2023,257,20
Gipuzkoa,38,2024,258,20
Gipuzkoa,39,1996,76,20
Gipuzkoa,39,1997,98,20
Gipuzkoa,39,1998,114,20
Gipuzkoa,39,1999,137,20
Gipuzkoa,39,2000,140,20
Gipuzkoa,39,2001,174,20
Gipuzkoa,39,2002,166,20
Gipuzkoa,39,2003,190,20
Gipuzkoa,39,2004,213,20
Gipuzkoa,39,2005,233,20
Gipuzkoa,39,2006,228,20
Gipuzkoa,39,2007,216,20
Gipuzkoa,39,2008,244,20
Gipuzkoa,39,2009,227,20
Gipuzkoa,39,2010,289,20
Gipuzkoa,39,2011,298,20
Gipuzkoa,39,2012,322,20
Gipuzkoa,39,2013,320,20
Gipuzkoa,39,2014,282,20
Gipuzkoa,39,2015,303,20
Gipuzkoa,39,2016,314,20
Gipuzkoa,39,2017,325,20
Gipuzkoa,39,2018,252,20
Gipuzkoa,39,2019,273,20
Gipuzkoa,39,2020,285,20
Gipuzkoa,39,2021,253,20
Gipuzkoa,39,2022,248,20
Gipuzkoa,39,2023,217,20
Gipuzkoa,39,2024,217,20
Gipuzkoa,40,1996,59,20
Gipuzkoa,40,1997,61,20
Gipuzkoa,40,1998,83,20
Gipuzkoa,40,1999,68,20
Gipuzkoa,40,2000,97,20
Gipuzkoa,40,2001,87,20
Gipuzkoa,40,2002,97,20
Gipuzkoa,40,2003,138,20
Gipuzkoa,40,2004,149,20
Gipuzkoa,40,2005,142,20
Gipuzkoa,40,2006,150,20
Gipuzkoa,40,2007,177,20
Gipuzkoa,40,2008,145,20
Gipuzkoa,40,2009,180,20
Gipuzkoa,40,2010,173,20
Gipuzkoa,40,2011,184,20
Gipuzkoa,40,2012,203,20
Gipuzkoa,40,2013,210,20
Gipuzkoa,40,2014,239,20
Gipuzkoa,40,2015,231,20
Gipuzkoa,40,2016,223,20
Gipuzkoa,40,2017,255,20
Gipuzkoa,40,2018,230,20
Gipuzkoa,40,2019,212,20
Gipuzkoa,40,2020,181,20
Gipuzkoa,40,2021,195,20
Gipuzkoa,40,2022,184,20
Gipuzkoa,40,2023,163,20
Gipuzkoa,40,2024,191,20
Gipuzkoa,41,1996,34,20
Gipuzkoa,41,1997,34,20
Gipuzkoa,41,1998,45,20
Gipuzkoa,41,1999,46,20
Gipuzkoa,41,2000,52,20
Gipuzkoa,41,2001,54,20
Gipuzkoa,41,2002,56,20
Gipuzkoa,41,2003,80,20
Gipuzkoa,41,2004,82,20
Gipuzkoa,41,2005,70,20
Gipuzkoa,41,2006,108,20
Gipuzkoa,41,2007,105,20
Gipuzkoa,41,2008,110,20
Gipuzkoa,41,2009,95,20
Gipuzkoa,41,2010,115,20
Gipuzkoa,41,2011,149,20
Gipuzkoa,41,2012,160,20
Gipuzkoa,41,2013,116,20
Gipuzkoa,41,2014,144,20
Gipuzkoa,41,2015,158,20
Gipuzkoa,41,2016,154,20
Gipuzkoa,41,2017,149,20
Gipuzkoa,41,2018,172,20
Gipuzkoa,41,2019,168,20
Gipuzkoa,41,2020,139,20
Gipuzkoa,41,2021,133,20
Gipuzkoa,41,2022,132,20
Gipuzkoa,41,2023,125,20
Gipuzkoa,41,2024,159,20
Gipuzkoa,42,1996,16,20
Gipuzkoa,42,1997,18,20
Gipuzkoa,42,1998,24,20
Gipuzkoa,42,1999,21,20
Gipuzkoa,42,2000,29,20
Gipuzkoa,42,2001,37,20
Gipuzkoa,42,2002,40,20
Gipuzkoa,42,2003,50,20
Gipuzkoa,42,2004,48,20
Gipuzkoa,42,2005,50,20
Gipuzkoa,42,2006,56,20
Gipuzkoa,42,2007,58,20
Gipuzkoa,42,2008,70,20
Gipuzkoa,42,2009,62,20
Gipuzkoa,42,2010,57,20
Gipuzkoa,42,2011,67,20
Gipuzkoa,42,2012,80,20
Gipuzkoa,42,2013,104,20
Gipuzkoa,42,2014,80,20
Gipuzkoa,42,2015,110,20
Gipuzkoa,42,2016,122,20
Gipuzkoa,42,2017,98,20
Gipuzkoa,42,2018,103,20
Gipuzkoa,42,2019,116,20
Gipuzkoa,42,2020,101,20
Gipuzkoa,42,2021,81,20
Gipuzkoa,42,2022,94,20
Gipuzkoa,42,2023,114,20
Gipuzkoa,42,2024,98,20
Gipuzkoa,43,1996,10,20
Gipuzkoa,43,1997,11,20
Gipuzkoa,43,1998,10,20
Gipuzkoa,43,1999,14,20
Gipuzkoa,43,2000,15,20
Gipuzkoa,43,2001,18,20
Gipuzkoa,43,2002,13,20
Gipuzkoa,43,2003,23,20
Gipuzkoa,43,2004,19,20
Gipuzkoa,43,2005,23,20
Gipuzkoa,43,2006,33,20
Gipuzkoa,43,2007,38,20
Gipuzkoa,43,2008,34,20
Gipuzkoa,43,2009,44,20
Gipuzkoa,43,2010,34,20
Gipuzkoa,43,2011,43,20
Gipuzkoa,43,2012,46,20
Gipuzkoa,43,2013,49,20
Gipuzkoa,43,2014,48,20
Gipuzkoa,43,2015,53,20
Gipuzkoa,43,2016,63,20
Gipuzkoa,43,2017,66,20
Gipuzkoa,43,2018,63,20
Gipuzkoa,43,2019,50,20
Gipuzkoa,43,2020,55,20
Gipuzkoa,43,2021,50,20
Gipuzkoa,43,2022,62,20
Gipuzkoa,43,2023,74,20
Gipuzkoa,43,2024,64,20
Gipuzkoa,44,1996,4,20
Gipuzkoa,44,1997,3,20
Gipuzkoa,44,1998,5,20
Gipuzkoa,44,1999,6,20
Gipuzkoa,44,2000,10,20
Gipuzkoa,44,2001,8,20
Gipuzkoa,44,2002,11,20
Gipuzkoa,44,2003,10,20
Gipuzkoa,44,2004,13,20
Gipuzkoa,44,2005,16,20
Gipuzkoa,44,2006,18,20
Gipuzkoa,44,2007,12,20
Gipuzkoa,44,2008,26,20
Gipuzkoa,44,2009,18,20
Gipuzkoa,44,2010,36,20
Gipuzkoa,44,2011,18,20
Gipuzkoa,44,2012,30,20
Gipuzkoa,44,2013,30,20
Gipuzkoa,44,2014,35,20
Gipuzkoa,44,2015,31,20
Gipuzkoa,44,2016,34,20
Gipuzkoa,44,2017,43,20
Gipuzkoa,44,2018,37,20
Gipuzkoa,44,2019,37,20
Gipuzkoa,44,2020,30,20
Gipuzkoa,44,2021,50,20
Gipuzkoa,44,2022,43,20
Gipuzkoa,44,2023,34,20
Gipuzkoa,44,2024,31,20
Gipuzkoa,45,1996,5,20
Gipuzkoa,45,1997,1,20
Gipuzkoa,45,1998,0,20
Gipuzkoa,45,1999,1,20
Gipuzkoa,45,2000,3,20
Gipuzkoa,45,2001,2,20
Gipuzkoa,45,2002,0,20
Gipuzkoa,45,2003,6,20
Gipuzkoa,45,2004,6,20
Gipuzkoa,45,2005,5,20
Gipuzkoa,45,2006,9,20
Gipuzkoa,45,2007,7,20
Gipuzkoa,45,2008,11,20
Gipuzkoa,45,2009,9,20
Gipuzkoa,45,2010,14,20
Gipuzkoa,45,2011,12,20
Gipuzkoa,45,2012,12,20
Gipuzkoa,45,2013,13,20
Gipuzkoa,45,2014,17,20
Gipuzkoa,45,2015,18,20
Gipuzkoa,45,2016,19,20
Gipuzkoa,45,2017,15,20
Gipuzkoa,45,2018,23,20
Gipuzkoa,45,2019,25,20
Gipuzkoa,45,2020,22,20
Gipuzkoa,45,2021,28,20
Gipuzkoa,45,2022,27,20
Gipuzkoa,45,2023,22,20
Gipuzkoa,45,2024,22,20
Gipuzkoa,>= 46,1996,0,20
Gipuzkoa,>= 46,1997,4,20
Gipuzkoa,>= 46,1998,2,20
Gipuzkoa,>= 46,1999,3,20
Gipuzkoa,>= 46,2000,1,20
Gipuzkoa,>= 46,2001,2,20
Gipuzkoa,>= 46,2002,1,20
Gipuzkoa,>= 46,2003,6,20
Gipuzkoa,>= 46,2004,7,20
Gipuzkoa,>= 46,2005,7,20
Gipuzkoa,>= 46,2006,6,20
Gipuzkoa,>= 46,2007,7,20
Gipuzkoa,>= 46,2008,11,20
Gipuzkoa,>= 46,2009,6,20
Gipuzkoa,>= 46,2010,25,20
Gipuzkoa,>= 46,2011,16,20
Gipuzkoa,>= 46,2012,16,20
Gipuzkoa,>= 46,2013,13,20
Gipuzkoa,>= 46,2014,29,20
Gipuzkoa,>= 46,2015,26,20
Gipuzkoa,>= 46,2016,26,20
Gipuzkoa,>= 46,2017,39,20
Gipuzkoa,>= 46,2018,26,20
Gipuzkoa,>= 46,2019,28,20
Gipuzkoa,>= 46,2020,34,20
Gipuzkoa,>= 46,2021,32,20
Gipuzkoa,>= 46,2022,48,20
Gipuzkoa,>= 46,2023,41,20
Gipuzkoa,>= 46,2024,39,20
